timestamp,accel_x,accel_y,accel_z,label
35100,-0.1992,-0.0605,0.6953,loose
35105,0.1484,-0.4673,0.2356,loose
35110,0.1387,-0.5039,0.7336,loose
35115,-0.2278,-0.2693,0.3667,loose
35120,-0.3430,-0.8262,0.1873,loose
35125,-0.3865,-0.1917,0.5225,loose
35130,0.1296,-0.4045,0.1536,loose
35135,0.2092,-0.3625,0.6030,loose
35140,-0.1541,-0.0469,0.4678,loose
35145,-0.1541,-0.0469,0.4678,loose
35150,-0.1541,-0.0469,0.4678,loose
35155,0.0679,-0.1514,0.7473,loose
35160,0.4128,-0.1738,0.6177,loose
35165,0.4128,-0.1738,0.6177,loose
35170,-0.0803,-0.3616,0.3530,loose
35175,-0.0491,0.1401,0.5503,loose
35180,-0.0649,0.0674,0.4387,loose
35185,0.0713,-0.1106,0.7161,loose
35190,0.0098,-0.1348,0.6367,loose
35195,-0.1130,-0.3354,0.2910,loose
35200,-0.3291,-0.4551,0.4326,loose
35205,0.1138,-0.1040,0.5308,loose
35210,-0.0874,-0.0908,0.4648,loose
35215,0.0986,-0.2842,0.7605,loose
35220,-0.0305,-0.0939,-0.0157,loose
35225,-0.2053,-0.4875,0.3669,loose
35230,-0.0103,-0.2527,-0.3374,loose
35235,0.4316,-0.1870,0.0403,loose
35240,0.3401,-0.3418,0.7761,loose
35245,0.3401,-0.3418,0.7761,loose
35250,-0.1284,-0.3171,0.3987,loose
35255,-0.0625,0.4082,0.7017,loose
35260,0.3831,0.1458,0.6775,loose
35265,0.2327,0.4167,0.9446,loose
35270,0.1707,0.3340,0.7654,loose
35275,0.1345,0.0923,0.4585,loose
35280,0.0078,0.3926,0.6868,loose
35285,0.3281,0.0796,0.4365,loose
35290,0.4705,0.0337,0.3923,loose
35295,0.0396,-0.0691,0.0754,loose
35300,0.0044,-0.3735,-0.1394,loose
35305,-0.5212,-0.4109,0.0857,loose
35310,0.0242,-0.1875,0.3435,loose
35315,0.2212,-0.3162,0.4192,loose
35320,-0.0552,-0.2134,0.8430,loose
35325,-0.0930,-0.2460,-0.0157,loose
35330,-0.2534,-0.4272,0.6077,loose
35335,-0.2534,-0.4272,0.6077,loose
